id,Name_Eng,Name_Tel,Arohana_Swaras,Avarohana_Swaras,Arohana_Order,Avarohana_Order,category,melam_num,janaka_melam,janaka,chakra,alternates,one_swara_diff,src,is_vakra
2712,bhishmavali,భీష్మావళి,"['s', 'g2', 'r1', 'g2', 'm1', 'd1', 'p', 'n2', 'd1', 's.']","['s.', 'n2', 'd1', 'g2', 'r1', 's']",S|G2|R1|G2|M1|D1|P|N2|D1|S',S'|N2|D1|G2|R1|S,సంపూర్ణ-ఔడవ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', ' అసావేరి', 'వసంతక', 'అభేరి']",Raga pravaha by Dhandapani MN & D pattammal,1
2719,arunambari,అరుణాంబరి,"['s', 'r1', 'g1', 'm2', 'p', 'd1', 'n2', 's.']","['s.', 'd1', 'n2', 'p', 'd1', 'm2', 'g1', 'r1', 's']",S|R1|G1|M2|P|D1|N2|S',S'|D1|N2|P|D1|M2|G1|R1|S,సంపూర్ణ,,38,జలార్ణవం,,[],"['వరాలి', 'నలత్తం', 'అమృతవర్షని', 'నమై', 'గోదారి']",,2
2725,chandrakauns,చంద్రకౌన్స్,"['s', 'g3', 'm1', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'm1', 'g3', 's']",S|G3|M1|D2|N3|S',S'|N3|D2|M1|G3|S,ఔడవ,,29,ధీరశంకరాభరణం,,[],"['కమల', 'నాగచంద్రిక', 'శుద్దహలలిత', 'హంసావినోదిని', 'అలంకరి']",,0
2749,bhanumati,భానుమతి,"['s', 'r1', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|R1|M1|P|D2|N2|S',S'|N2|D2|P|M1|G1|R1|S,షాడవ-సంపూర్ణ,,4,వనస్పతి,,[],"['వేగవాహిని', 'నాటకప్రియ', 'మనోరంజనీ', 'రసాలి', 'ఫేనాద్యుతి']",Raga pravaha by Dhandapani MN & D pattammal,0
2754,gunavathi,గుణవతి,"['s', 'r1', 'm1', 'p', 'd2', 's.']","['s.', 'd2', 'p', 'm1', 'r1', 's']",S|R1|M1|P|D2|S',S'|D2|P|M1|R1|S,ఔడవ,,10,నాటకప్రియ,,['గుణవతి'],"['రేవతీ', 'హంస', 'రసికరంజని', 'రసాలి', 'విశారద']",,0
2769,tharanga,తరంగ,"['s', 'g2', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'g2', 's']",S|G2|P|D1|N2|S',S'|N2|D1|P|G2|S,ఔడవ,,8,హనుమతోడి,,[],"['హిందోళం', 'నవమాలిక', 'హిందోళవసంత', 'భూపాల', 'రాతిపతిప్రియ']",,0
2796,devagandhari,దేవగాంధారి,"['s', 'r2', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g3', 'r2', 's']",S|R2|M1|P|D2|N3|S',S'|N3|D2|P|M1|G3|R2|S,షాడవ-సంపూర్ణ,,29,ధీరశంకరాభరణం,,[],"['హరికాంభోజి', 'కేదరం', 'కేదారగౌళ', 'పూర్ణచంద్రిక', 'సమ']",,0
2797,kuzhagan,కుజగన్,"['s', 'r1', 'g3', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'p', 'm1', 'r1', 's']",S|R1|G3|M1|P|N2|S',S'|N2|P|M1|R1|S,షాడవ-ఔడవ,,14,వకుళాభరణం,,[],"['ఆనంద', ' అసావేరి', 'రేవతీ', 'నాగకురింజి', 'వసంతక']",,0
2810,indhra dhanu,ఇంద్రధను,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 's']",S|R1|G2|M1|P|D2|N2|S',S'|N2|D2|P|M1|G2|S,సంపూర్ణ-షాడవ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'దేవమనోహారి']",,0
2828,marghavi,మార్గవీ,"['s', 'g2', 'm1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g2', 's']",S|G2|M1|P|D1|N3|S',S'|N3|D1|P|M1|G2|S,షాడవ,,9,ధేనుక,,[],"['కీరవాణి', 'కళ్యాణవసంతం', 'పహాడి', 'హిందోళవసంత', 'ధేనుక']",,0
2847,kuntalakambhoji,కుంతలకాంభోజీ,"['s', 'g3','m1', 'p', 'd1', 'n1', 'd1', 's.']","['s.', 'n1', 'd1', 'p', 'm1', 'g3', 's']",S|G3|M1|D1|N1|D1|S',S'|N1|D1|P|M1|G3|S,ఔడవ-షాడవ,,13,గాయకప్రియ,,[],"['ఆరభి', 'మలహరి', 'మారరంజని', 'కల్గడ', 'కళావతి']",,1
2855,punnaga varali,పున్నాగవరాళి,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 'n2']","['n2', 'd1', 'p', 'm1', 'g2', 'r1', 's', 'n2', 's']",S|R1|G2|M1|P|D1|N2,N2|D1|P|M1|G2|R1|S|N2|S,,,8,హనుమతోడి,,[],"['తోడీ', 'ధన్యాసి', ' అసావేరి', 'సింధుభైరవి', 'దేశ్యతోడి']",,2
2858,raghupriya,రఘప్రియ,"['s', 'r1', 'g1', 'm2', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm2', 'g1', 'r1', 's']",S|R1|G1|M2|P|D3|N3|S',S'|N3|D3|P|M2|G1|R1|S,సంపూర్ణ,42,,,ఋషి,[],"['వరాలి', 'అమృతవర్షని', 'తానరూపి', 'పావని', 'దివ్యమణి']",,0
2869,jana thodi,జన తోడి,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'r1', 's']",S|R1|G2|M1|P|D1|N2|S',S'|N2|D1|P|M1|G2|R1|S,సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",Raga pravaha by Dhandapani MN & D pattammal,0
2870,shashimanjari,శశిమంజరి,"['s', 'g2', 'm1', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'g2', 'r1', 's']",S|G2|M1|P|D1|N1|S',S'|N1|D1|P|G2|R1|S,షాడవ,,7,సేనావతి,,[],"['తోడీ', 'ధన్యాసి', 'దేశ్యతోడి', 'ధేనుక', 'కల్గడ']",Raga pravaha by Dhandapani MN & D pattammal,0
2877,nada svarupi,నాదస్వరూపి,"['s', 'm1', 'g3', 'p', 'm1', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g3', 'r2', 's']",S|M1|G3|P|M1|D1|N3|S',S'|N3|D1|P|M1|G3|R2|S,షాడవ-సంపూర్ణ,,27,సరసాంగి,,[],"['ధీరశంకరాభరణం', 'బిలహరి', 'కనడ', 'దర్బార్', 'దేవగాంధారి']",Raga pravaha by Dhandapani MN & D pattammal,1
2904,ratnavali,రత్నావళి,"['s', 'r1', 'm1', 'p', 'n2', 'd1', 's.']","['s.', 'n2', 'p', 'm1', 'r1', 'g1', 'r1', 's']",S|R1|M1|P|N2|D1|S',S'|N2|P|M1|R1|G1|R1|S,షాడవ,,2,రత్నాంగి,,['రత్నవరి'],"['తోడీ', 'ధన్యాసి', 'ఆనంద', ' అసావేరి', 'వసంతక']",Raga pravaha by Dhandapani MN & D pattammal,3
2914,madhukari,మధుకరి,"['s', 'r1', 'g3', 'm2', 'p', 'd1', 's.']","['s.', 'n2', 'd1', 'm2', 'g3', 'r1', 's']",S|R1|G3|M2|P|D1|S',S'|N2|D1|M2|G3|R1|S,షాడవ,,50,నమనారాయని,,[],"['కామవర్ధిని', 'ఆనంద', 'వసంతక', 'రిషభప్రియ', 'జ్యోతిస్వరూపిణి']",Raga pravaha by Dhandapani MN & D pattammal,0
2951,vibhavari,విభావరి,"['s', 'r1', 'm1', 'p', 'd3', 's.']","['s.', 'd3', 'p', 'm1', 'r1', 's']",S|R1|M1|P|D3|S',S'|D3|P|M1|R1|S,ఔడవ,,6,తానరూపి,,[],"['రేవతీ', 'హంస', 'విత్తలప్రియ', 'విశారద', 'విలాసవతి']",Raga pravaha by Dhandapani MN & D pattammal,0
2963,tamasvini,తమస్విని,"['s', 'r1', 'g1', 'p', 'd2', 's.']","['s.', 'd2', 'p', 'g1', 'r1', 's']",S|R1|G1|P|D2|S',S'|D2|P|G1|R1|S,ఔడవ,,4,వనస్పతి,,[],"['రసికరంజని', ' ప్రతాపవరాలి', 'విత్తలప్రియ', 'వర్ణరూపిణి', 'వల్లిక']",Raga pravaha by Dhandapani MN & D pattammal,0
2966,kaltada,కల్తడ,"['s', 'r1', 'g3', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'g3', 'r1', 's']",S|R1|G3|P|D1|N1|S',S'|N1|D1|P|G3|R1|S,షాడవ,,13,గాయకప్రియ,,[],"['మలయమరుతమ్', 'మలహరి', 'బౌళి', 'కల్గడ', ' రేవగుప్తి']",,0
2967,adbhodam,అద్భోదం,"['s', 'g2', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'g2', 's']",S|G2|M1|D1|N2|S',S'|N2|D1|M1|G2|S,ఔడవ,,8,హనుమతోడి,,[],"['నవమాలిక', 'హిందోళవసంత', 'శివశక్తి', 'శుధ్ధతోడి', 'కాటారం']",Raga pravaha by Dhandapani MN & D pattammal,0
2970,suryakantam,సూర్యకాంతం,"['s', 'r1', 'g3', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|D2|N3|S',S'|N3|D2|P|M1|G3|R1|S,సంపూర్ణ,,17,సూర్యకాంతం,,['సూర్యకాంతం'],"['ధీరశంకరాభరణం', 'బిలహరి', 'కనడ', 'దర్బార్', 'దేవగాంధారి']",,0
2977,soma bhairavi,సోమభైరవి,"['s', 'r1', 'g2', 'm1', 'p', 's.']","['s.', 'n3', 'p', 'd3', 'n3', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|S',S'|N3|P|D3|N3|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,12,రూపవతి,,[],"['కోకిలప్రియ', 'ధేనుక', 'వరుణప్రియ', 'తానరూపి', 'దివ్యమణి']",,2
3000,dharmavati,ధర్మవతి,"['s', 'r2', 'g2', 'm2', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm2', 'g2', 'r2', 's']",S|R2|G2|M2|P|D2|N3|S',S'|N3|D2|P|M2|G2|R2|S,సంపూర్ణ,59,,,దిశి,['ధర్మవతి'],"['సింహేంద్రమధ్యమం', 'కరవని', 'హేమవతి', ' హామీర్కళ్యాణి', 'గౌరీమనోహరి']",,0
3004,varavarnini,వరవర్ణిని,"['s', 'g1', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'p', 'm1', 'g1', 's']",S|G1|M1|P|N3|S',S'|N3|P|M1|G1|S,ఔడవ,,3,గానమూర్తి,,[],"['విశారద', 'విఫణి', 'వేదండగమన', 'వర్ణకారిన', 'ఉడయరవిచంద్రిక']",Raga pravaha by Dhandapani MN & D pattammal,0
3018,sarvakala manjari,సర్వకళామంజరి,"['s', 'r1', 'g1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'g1', 'r1', 's']",S|R1|G1|P|D1|N2|S',S'|N2|D1|M1|G1|R1|S,షాడవ,,2,రత్నాంగి,,[],"['తోడీ', 'ధన్యాసి', 'ఆనంద', ' అసావేరి', 'వసంతక']",,0
3038,karikadya,కరికాద్య,"['n1', 's', 'g3', 'm1', 'p', 'd1', 'n1']","['d1', 'p', 'm1', 'g3', 'r1', 's', 'n1']",N1|S|G3|M1|P|D1|N1,D1|P|M1|G3|R1|S|N1,షాడవ-సంపూర్ణ,,13,గాయకప్రియ,,[],"['మలహరి', 'కల్గడ', 'మాలావశ్రీ', 'గుర్జరి', 'కేసరి']",,3
3050,lathangi,లతాంగి,"['s', 'r2', 'g3', 'm2', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm2', 'g3', 'r2', 's']",S|R2|G3|M2|P|D1|N3|S',S'|N3|D1|P|M2|G3|R2|S,సంపూర్ణ,63,,,రుద్ర,[],"['కామవర్ధిని', 'పూర్వి', 'సింహేంద్రమధ్యమం', 'కుంతలం', ' హామీర్కళ్యాణి']",,0
3061,madhuranjani,మధురంజని,"['s', 'r1', 'g1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|P|D1|N3|S',S'|N3|D1|P|M1|G1|R1|S,షాడవ-సంపూర్ణ,,3,గానమూర్తి,,['మధురంజని'],"['వరాలి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'అమృతవర్షని', 'పరజు']",Raga pravaha by Dhandapani MN & D pattammal,0
3067,khantha dhanyasi,కాంతాధన్యాసి,"['s', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'n2', 'p', 'm1', 'g2', 'r1', 's']",S|G2|M1|P|N2|S',S'|N2|D1|P|N2|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,2
3082,tapasapriya,తాపసప్రియ,"['s', 'r1', 'g3', 'm1', 'n2', 's.']","['s.', 'n2', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|N2|S',S'|N2|M1|G3|R1|S,ఔడవ,,14,వకుళాభరణం,,[],"['రేవతీ', 'తిలంగ్', 'కువలయభరణం', 'విదశోక', 'వాతీ']",,0
3107,bhavapriya,భవప్రియ,"['s', 'r1', 'g2', 'm2', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm2', 'g2', 'r1', 's']",S|R1|G2|M2|P|D1|N2|S',S'|N2|D1|P|M2|G2|R1|S,సంపూర్ణ,44,,,వసు,[],"['తోడీ', 'ధన్యాసి', 'షణ్ముఖప్రియ', 'నలత్తం', 'శుభపంతువరాళి']",,0
3108,hamsanandana,హంసనందన,"['s', 'r1', 'g2', 'm1', 'p', 's.']","['s.', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|S',S'|P|M1|G2|R1|S,ఔడవ,,7,సేనావతి,,[],"['రేవతీ', 'హంస', 'శ్యామలి', 'విత్తలప్రియ', 'వితిక']",,0
3113,sallapam,సల్లాపం,"['s', 'g3', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'g3', 's']",S|G3|M1|D1|N2|S',S'|N2|D1|M1|G3|S,ఔడవ,,14,వకుళాభరణం,,[],"['హిందోళం', 'కేసర', 'తిలంగ్', 'కువలయభరణం', 'విదశోక']",,0
3114,hanumatodi,హనుమతోడి,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|N2|S',S'|N2|D1|P|M1|G2|R1|S,సంపూర్ణ,8,,,నేత్ర,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,0
3118,saka tholarava,సక తోళరవ,"['s', 'r1', 'm1', 'p', 'd1', 's.']","['s.', 'n2', 'd1', 'n2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|M1|P|D1|S',S'|N2|D1|N2|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,2
3123,soma raga,సోమరాగ,"['s', 'r1', 'm1', 'g2', 'm1', 'd1', 'p', 'd1', 's.']","['s.', 'd1', 'p', 'm1', 'g2', 'm1', 'r1', 'g2', 'r1', 's']",S|R1|M1|G2|M1|D1|P|D1|S',S'|D1|P|M1|G2|M1|R1|G2|R1|S,షాడవ,,9,ధేనుక,,[],"['తోడీ', 'ధన్యాసి', 'పున్నాగవరాలి', ' అసావేరి', 'మలహరి']",,1
3131,palini,పాలిని,"['s', 'r1', 'g3', 'p', 'n2', 's.']","['s.', 'n2', 'p', 'g3', 'r1', 's']",S|R1|G3|P|N2|S',S'|N2|P|G3|R1|S,ఔడవ,,14,వకుళాభరణం,,[],"['రేవతీ', 'తిలంగ్', 'రసికరంజని', ' వినవాడిని', 'వర్ణరూపిణి']",,0
3142,pratapa vasantham,ప్రతాపవసంతం,"['s', 'm1', 'r1', 'g2', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'p', 'm1', 'r1', 's']",S|M1|R1|G2|M1|P|N3|S',S'|N3|P|M1|R1|S,షాడవ-ఔడవ,,12,రూపవతి,,[],"['గౌళ', 'కోకిలప్రియ', 'పహాడి', 'ధేనుక', 'రూపవతి']",Raga pravaha by Dhandapani MN & D pattammal,1
3143,kaumati,కౌమతి,"['s', 'r1', 'g1', 'p', 'd2', 'n3', 's.']","['s.', 'd2', 'p', 'g1', 'r1', 's']",S|R1|G1|P|D2|N3|S',S'|D2|P|G1|R1|S,షాడవ-సంపూర్ణ,,5,మానవతి,,['కామ్య'],"['ఆహిరి', 'కోకిలప్రియ', 'సూర్యకాంత', 'భైరవం', 'తానరూపి']",,0
3178,ekakshari,ఏకాక్షరి,"['s', 'r1', 'g3', 'm1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'p', 'm1', 'r1', 'g3', 'm1', 'r1', 's']",S|R1|G3|M1|P|D1|N3|S',S'|N3|P|M1|R1|G3|M1|R1|S,సంపూర్ణ-షాడవ,,15,మాయామాళవగౌళ రాగము,,[],"['కామవర్ధిని', 'ఆనంద', 'పూర్వి', 'వసంతక', 'ఆహిరి']",Raga pravaha by Dhandapani MN & D pattammal,2
3188,asaveritodi,అసావేరితోడి,"['s', 'r1', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|M1|P|D1|N2|S',S'|N2|D1|P|M1|G2|R1|S,షాడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,0
3227,kalahamsagamini,కలహంసగామిని,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|N2|S',S'|N2|P|M1|G2|R1|S,షాడవ,,8,హనుమతోడి,,[],"['తోడీ', 'ధన్యాసి', 'పున్నాగవరాలి', ' అసావేరి', 'రేవతీ']",,0
3238,indhra nilam,ఇంద్రనీలం,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D2|N2|S',S'|N2|D2|P|M1|G2|R1|S,సంపూర్ణ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'దేవమనోహారి']",,0
3245,vasanta,వసంత,"['s', 'g3', 'm1', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'm1', 'g3', 'r1', 's']",S|G3|M1|D2|N3|S',S'|N3|D2|M1|G3|R1|S,ఔడవ-షాడవ,,17,సూర్యకాంతం,,[],"['హంసానంది', 'ఆహిరి', 'గౌళ', 'సూర్యకాంత', 'భైరవం']",,0
3250,kalindaja,కాళిందజ,"['s', 'r1', 'g3', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|N2|S',S'|N2|P|M1|G3|R1|S,షాడవ,,14,వకుళాభరణం,,[],"['ఆనంద', ' అసావేరి', 'రేవతీ', 'నాగకురింజి', 'వసంతక']",,0
3255,indu saranganata,ఇందు సారంగనాట,"['s', 'r1', 'g2', 'm1', 'p', 'm1', 'd1', 'n2', 's.']","['s.', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|M1|D1|N2|S',S'|D1|P|M1|G2|R1|S,సంపూర్ణ-షాడవ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",Raga pravaha by Dhandapani MN & D pattammal,1
3261,suravarali,సురవరాళి,"['s', 'm1', 'p', 'd1', 'n1']","['s.', 'n1', 'd1', 'p', 'm1', 's']",S|M1|P|D1|N1,S'|N1|D1|P|M1|S,ఔడవ,,13,గాయకప్రియ,,[],"['హంస', 'మాలావశ్రీ', 'కలకమాడి', 'వ్రాజినాహరిని', 'వితిక']",,0
3263,sugatri,సుగాత్రి,"['s', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|M1|P|D2|N2|S',S'|D2|P|M1|G1|R1|S,ఔడవ-షాడవ,,4,వనస్పతి,,[],"['వేగవాహిని', 'నాటకప్రియ', 'వినదరి', 'మనోరంజనీ', 'రసాలి']",Raga pravaha by Dhandapani MN & D pattammal,0
3300,vanaspati,వనస్పతి,"['s', 'r1', 'g1', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|P|D2|N2|S',S'|N2|D2|P|M1|G1|R1|S,సంపూర్ణ,4,,,ఇందు,[],"['వేగవాహిని', 'నాటకప్రియ', 'వినదరి', 'మనోరంజనీ', 'రసాలి']",Raga pravaha by Dhandapani MN & D pattammal,0
3318,candanagandhi,చందనగంధి,"['s', 'r1', 'g1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'g1', 'r1', 's']",S|R1|G1|P|D1|N3|S',S'|N3|D1|P|G1|R1|S,షాడవ,,3,గానమూర్తి,,[],"['వరాలి', 'మలయమరుతమ్', 'అమృతవర్షని', 'బౌళి', 'పహాడి']",Raga pravaha by Dhandapani MN & D pattammal,0
3353,madhavapriya,మాధవప్రియ,"['s', 'r2', 'g3', 'r2', 'm1', 'g3', 'm1', 'n3', 'g3', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'm1', 'n3', 'd2', 'p', 'm1', 'm1', 'g3', 'r2', 's']",S|R2|G3|R2|M1|G3|M1|N3|G3|M1|P|D2|N3|S',S'|N3|D2|M1|N3|D2|P|M1|M1|G3|R2|S,సంపూర్ణ,,29,ధీరశంకరాభరణం,,[],"['యదుకులకాంభోజి', 'హరికాంభోజి', 'కేదరం', 'కేదారగౌళ', 'పూర్ణచంద్రిక']",,1
3357,vasanta kannada,వసంతకన్నడ,"['s', 'r1', 'g2', 'm1', 'p', 'n2']","['d2', 'p', 'm1', 'g2', 'r1', 's', 'n2']",S|R1|G2|M1|P|N2,D2|P|M1|G2|R1|S|N2,షాడవ-సంపూర్ణ,,10,నాటకప్రియ,,[],"['పున్నాగవరాలి', 'నాటకప్రియ', 'జయంతసేన', 'రసాలి', 'అమృత']",,2
3358,kanakadri,కనకాద్రి,"['s', 'r1', 'g2', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'g2', 'r1', 's']",S|R1|G2|P|D1|N3|S',S'|N3|D1|P|G2|R1|S,షాడవ,,9,ధేనుక,,[],"['శుభపంతువరాళి', 'బౌళి', 'పహాడి', 'ధేనుక', 'మెచ్చామనోహరి']",,0
3371,nagamani,నాగమణి,"['s', 'r3', 'm2', 'p', 'd1', 's.']","['s.', 'n2', 'd1', 'p', 'm2', 'g3', 'r3', 's']",S|R3|M2|P|D1|S',S'|N2|D1|P|M2|G3|R3|S,ఔడవ-సంపూర్ణ,,68,జ్యోతిస్వరూపిణి,,[],"['నలత్తం', 'నమై', 'రిషభప్రియ', 'నాసికాభూషణి', 'రాగవర్ధిని']",,0
3406,dhavalambari,ధవళాంబరి,"['s', 'r1', 'g3', 'm2', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm2', 'g3', 'r1', 's']",S|R1|G3|M2|P|D1|N1|S',S'|N1|D1|P|M2|G3|R1|S,సంపూర్ణ,49,,,బ్రహ్మ,[],"['నలత్తం', 'కామవర్ధిని', 'పూర్వి', 'కుంతలం', 'సాలగభైరవి']",,0
3446,sarvamangala,సర్వమంగళ,"['s', 'r1', 'g3', 'm1', 'p', 'd1', 'n1', 's', 'p', 'n1']","['s.', 'n1', 'd1', 'p', 'g3', 'r1', 's']",S|R1|G3|M1|P|D1|N1|S|P|N1|S',S'|N1|D1|P|G3|R1|S,సంపూర్ణ-షాడవ,,13,గాయకప్రియ,,[],"['ఆనంద', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'వసంతక', 'మలహరి']",,1
3466,saradha,శారద,"['s', 'g2', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|G2|M1|P|N3|S',S'|N3|D2|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,11,కోకిలప్రియ,,[],"['ఆహిరి', 'గౌరీమనోహరి', 'నాటకప్రియ', 'గంభిరిని', 'సూర్యకాంత']",,0
3471,puranakam,పురాణకమ్,"['s', 'r1', 'm1', 'g3', 'r1', 'm1', 'p', 'n3', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|R1|M1|G3|R1|M1|P|N3|D1|N3|S',S'|N3|D1|P|M1|G3|R1|S,సంపూర్ణ,,15,మాయామాళవగౌళ రాగము,,[],"['కామవర్ధిని', 'ఆనంద', 'పూర్వి', 'వసంతక', 'ఆహిరి']",,1
3477,chitta modhini,చిత్తమోదిని,"['s', 'r1', 'g2', 'm1', 'd2', 's.']","['s.', 'd2', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|D2|S',S'|D2|M1|G2|R1|S,ఔడవ,,10,నాటకప్రియ,,[],"['కమల', 'శివశక్తి', 'హిందోళగామిని', 'మూర్తి', 'విత్తలప్రియ']",Raga pravaha by Dhandapani MN & D pattammal,0
3507,purvakannada,పూర్వకన్నడ,"['s', 'r1', 'g1', 'm1', 'p', 'd2', 'p', 's.']","['s.', 'd2', 'n3', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|P|D2|P|S',S'|D2|N3|D2|P|M1|G1|R1|S,షాడవ-సంపూర్ణ,,5,మానవతి,,[],"['ఆహిరి', 'కోకిలప్రియ', 'వనస్పతి', 'సూర్యకాంత', 'భైరవం']",,2
3572,yogavathi,యోగవతీ,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'd2', 'p', 'm1', 'r1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D2|N2|S',S'|D2|P|M1|R1|G2|R1|S,సంపూర్ణ-షాడవ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'దేవమనోహారి']",,2
3576,veeravarali,వీరవరాళి,"['s', 'r1', 'm1', 'd1', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|M1|D1|S',S'|N2|D1|P|M1|G2|R1|S,స్వరాంతర-సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,0
